root@comp3134-intro-to-cyber-security:~# tcpdump -i eth0 port 22

03:14:15.303183 IP bras-base-toroon6128w-grc-45-184-148-29-143.dsl.bell.ca.59515 > comp3134-intro-to-cyber-security.ssh: Flags [.], ack 8827940, win 1026, length 0
03:14:15.304271 IP comp3134-intro-to-cyber-security.ssh > bras-base-toroon6128w-grc-45-184-148-29-143.dsl.bell.ca.59515: Flags [P.], seq 8849744:8849964, ack 4969, win 501, length 220
03:14:15.304332 IP comp3134-intro-to-cyber-security.ssh > bras-base-toroon6128w-grc-45-184-148-29-143.dsl.bell.ca.59515: Flags [P.], seq 8849964:8850184, ack 4969, win 501, length 220
03:14:15.304390 IP comp3134-intro-to-cyber-security.ssh > bras-base-toroon6128w-grc-45-184-148-29-143.dsl.bell.ca.59515: Flags [P.], seq 8850184:8850404, ack 4969, win 501, length 220
03:14:15.304439 IP comp3134-intro-to-cyber-security.ssh > bras-base-toroon6128w-grc-45-184-148-29-143.dsl.bell.ca.59515: Flags [P.], seq 8850404:8850624, ack 4969, win 501, length 220
03:14:15.304488 IP comp3134-intro-to-cyber-security.ssh > bras-base-toroon6128w-grc-45-184-148-29-143.dsl.bell.ca.59515: Flags [P.], seq 8850624:8850844, ack 4969, win 501, length 220
03:14:15.304540 IP comp3134-intro-to-cyber-security.ssh > bras-base-toroon6128w-grc-45-184-148-29-143.dsl.bell.ca.59515: Flags [P.], seq 8850844:8851100, ack 4969, win 501, length 256
03:14:15.304588 IP comp3134-intro-to-cyber-security.ssh > bras-base-toroon6128w-grc-45-184-148-29-143.dsl.bell.ca.59515: Flags [P.], seq 8851100:8851320, ack 4969, win 501, length 220
03:14:15.304637 IP comp3134-intro-to-cyber-security.ssh > bras-base-toroon6128w-grc-45-184-148-29-143.dsl.bell.ca.59515: Flags [P.], seq 8851320:8851540, ack 4969, win 501, length 220
03:14:15.304686 IP comp3134-intro-to-cyber-security.ssh > bras-base-toroon6128w-grc-45-184-148-29-143.dsl.bell.ca.59515: Flags [P.], seq 8851540:8851760, ack 4969, win 501, length 220
03:14:15.304734 IP comp3134-intro-to-cyber-security.ssh > bras-base-toroon6128w-grc-45-184-148-29-143.dsl.bell.ca.59515: Flags [P.], seq 8851760:8851980, ack 4969, win 501, length 220
03:14:15.304784 IP comp3134-intro-to-cyber-security.ssh > bras-base-toroon6128w-grc-45-184-148-29-143.dsl.bell.ca.59515: Flags [P.], seq 8851980:8852200, ack 4969, win 501, length 220
03:14:15.304840 IP comp3134-intro-to-cyber-security.ssh > bras-base-toroon6128w-grc-45-184-148-29-143.dsl.bell.ca.59515: Flags [P.], seq 8852200:8852420, ack 4969, win 501, length 220
03:14:15.304899 IP bras-base-toroon6128w-grc-45-184-148-29-143.dsl.bell.ca.59515 > comp3134-intro-to-cyber-security.ssh: Flags [.], ack 8835440, win 1026, length 0
03:14:15.304910 IP comp3134-intro-to-cyber-security.ssh > bras-base-toroon6128w-grc-45-184-148-29-143.dsl.bell.ca.59515: Flags [P.], seq 8852420:8852640, ack 4969, win 501, length 220
03:14:15.304996 IP comp3134-intro-to-cyber-security.ssh > bras-base-toroon6128w-grc-45-184-148-29-143.dsl.bell.ca.59515: Flags [P.], seq 8852640:8853028, ack 4969, win 501, length 388
03:14:15.305051 IP comp3134-intro-to-cyber-security.ssh > bras-base-toroon6128w-grc-45-184-148-29-143.dsl.bell.ca.59515: Flags [P.], seq 8853028:8853248, ack 4969, win 501, length 220
03:14:15.305108 IP comp3134-intro-to-cyber-security.ssh > bras-base-toroon6128w-grc-45-184-148-29-143.dsl.bell.ca.59515: Flags [P.], seq 8853248:8853468, ack 4969, win 501, length 220
03:14:15.305165 IP comp3134-intro-to-cyber-security.ssh > bras-base-toroon6128w-grc-45-184-148-29-143.dsl.bell.ca.59515: Flags [P.], seq 8853468:8853688, ack 4969, win 501, length 220
03:14:15.305217 IP comp3134-intro-to-cyber-security.ssh > bras-base-toroon6128w-grc-45-184-148-29-143.dsl.bell.ca.59515: Flags [P.], seq 8853688:8853908, ack 4969, win 501, length 220
03:14:15.305273 IP comp3134-intro-to-cyber-security.ssh > bras-base-toroon6128w-grc-45-184-148-29-143.dsl.bell.ca.59515: Flags [P.], seq 8853908:8854128, ack 4969, win 501, length 220
03:14:15.305334 IP comp3134-intro-to-cyber-security.ssh > bras-base-toroon6128w-grc-45-184-148-29-143.dsl.bell.ca.59515: Flags [P.], seq 8854128:8854348, ack 4969, win 501, length 220
03:14:15.305385 IP comp3134-intro-to-cyber-security.ssh > bras-base-toroon6128w-grc-45-184-148-29-143.dsl.bell.ca.59515: Flags [P.], seq 8854348:8854568, ack 4969, win 501, length 220
03:14:15.305440 IP comp3134-intro-to-cyber-security.ssh > bras-base-toroon6128w-grc-45-184-148-29-143.dsl.bell.ca.59515: Flags [P.], seq 8854568:8854788, ack 4969, win 501, length 220
03:14:15.305493 IP comp3134-intro-to-cyber-security.ssh > bras-base-toroon6128w-grc-45-184-148-29-143.dsl.bell.ca.59515: Flags [P.], seq 8854788:8855008, ack 4969, win 501, length 220
03:14:15.305566 IP comp3134-intro-to-cyber-security.ssh > bras-base-toroon6128w-grc-45-184-148-29-143.dsl.bell.ca.59515: Flags [P.], seq 8855008:8855228, ack 4969, win 501, length 220
03:14:15.305625 IP comp3134-intro-to-cyber-security.ssh > bras-base-toroon6128w-grc-45-184-148-29-143.dsl.bell.ca.59515: Flags [P.], seq 8855228:8855448, ack 4969, win 501, length 220
03:14:15.305676 IP comp3134-intro-to-cyber-security.ssh > bras-base-toroon6128w-grc-45-184-148-29-143.dsl.bell.ca.59515: Flags [P.], seq 8855448:8855668, ack 4969, win 501, length 220
03:14:15.305792 IP comp3134-intro-to-cyber-security.ssh > bras-base-toroon6128w-grc-45-184-148-29-143.dsl.bell.ca.59515: Flags [P.], seq 8855668:8855888, ack 4969, win 501, length 220
03:14:15.305858 IP comp3134-intro-to-cyber-security.ssh > bras-base-toroon6128w-grc-45-184-148-29-143.dsl.bell.ca.59515: Flags [P.], seq 8855888:8856108, ack 4969, win 501, length 220
03:14:15.305917 IP comp3134-intro-to-cyber-security.ssh > bras-base-toroon6128w-grc-45-184-148-29-143.dsl.bell.ca.59515: Flags [P.], seq 8856108:8856328, ack 4969, win 501, length 220
03:14:15.305966 IP comp3134-intro-to-cyber-security.ssh > bras-base-toroon6128w-grc-45-184-148-29-143.dsl.bell.ca.59515: Flags [P.], seq 8856328:8856548, ack 4969, win 501, length 220
03:14:15.306015 IP comp3134-intro-to-cyber-security.ssh > bras-base-toroon6128w-grc-45-184-148-29-143.dsl.bell.ca.59515: Flags [P.], seq 8856548:8856768, ack 4969, win 501, length 220
03:14:15.306063 IP comp3134-intro-to-cyber-security.ssh > bras-base-toroon6128w-grc-45-184-148-29-143.dsl.bell.ca.59515: Flags [P.], seq 8856768:8856988, ack 4969, win 501, length 220
03:14:15.306112 IP comp3134-intro-to-cyber-security.ssh > bras-base-toroon6128w-grc-45-184-148-29-143.dsl.bell.ca.59515: Flags [P.], seq 8856988:8857208, ack 4969, win 501, length 220
03:14:15.306162 IP comp3134-intro-to-cyber-security.ssh > bras-base-toroon6128w-grc-45-184-148-29-143.dsl.bell.ca.59515: Flags [P.], seq 8857208:8857428, ack 4969, win 501, length 220
03:14:15.306210 IP comp3134-intro-to-cyber-security.ssh > bras-base-toroon6128w-grc-45-184-148-29-143.dsl.bell.ca.59515: Flags [P.], seq 8857428:8857648, ack 4969, win 501, length 220
03:14:15.306259 IP comp3134-intro-to-cyber-security.ssh > bras-base-toroon6128w-grc-45-184-148-29-143.dsl.bell.ca.59515: Flags [P.], seq 8857648:8857868, ack 4969, win 501, length 220
03:14:15.306309 IP comp3134-intro-to-cyber-security.ssh > bras-base-toroon6128w-grc-45-184-148-29-143.dsl.bell.ca.59515: Flags [P.], seq 8857868:8858088, ack 4969, win 501, length 220
03:14:15.306358 IP comp3134-intro-to-cyber-security.ssh > bras-base-toroon6128w-grc-45-184-148-29-143.dsl.bell.ca.59515: Flags [P.], seq 8858088:8858308, ack 4969, win 501, length 220
03:14:15.306406 IP comp3134-intro-to-cyber-security.ssh > bras-base-toroon6128w-grc-45-184-148-29-143.dsl.bell.ca.59515: Flags [P.], seq 8858308:8858528, ack 4969, win 501, length 220
03:14:15.306457 IP comp3134-intro-to-cyber-security.ssh > bras-base-toroon6128w-grc-45-184-148-29-143.dsl.bell.ca.59515: Flags [P.], seq 8858528:8858748, ack 4969, win 501, length 220
03:14:15.306506 IP comp3134-intro-to-cyber-security.ssh > bras-base-toroon6128w-grc-45-184-148-29-143.dsl.bell.ca.59515: Flags [P.], seq 8858748:8858968, ack 4969, win 501, length 220
03:14:15.306555 IP comp3134-intro-to-cyber-security.ssh > bras-base-toroon6128w-grc-45-184-148-29-143.dsl.bell.ca.59515: Flags [P.], seq 8858968:8859188, ack 4969, win 501, length 220
03:14:15.306604 IP comp3134-intro-to-cyber-security.ssh > bras-base-toroon6128w-grc-45-184-148-29-143.dsl.bell.ca.59515: Flags [P.], seq 8859188:8859408, ack 4969, win 501, length 220
03:14:15.306652 IP comp3134-intro-to-cyber-security.ssh > bras-base-toroon6128w-grc-45-184-148-29-143.dsl.bell.ca.59515: Flags [P.], seq 8859408:8859628, ack 4969, win 501, length 220
03:14:15.306703 IP comp3134-intro-to-cyber-security.ssh > bras-base-toroon6128w-grc-45-184-148-29-143.dsl.bell.ca.59515: Flags [P.], seq 8859628:8859848, ack 4969, win 501, length 220
03:14:15.306752 IP comp3134-intro-to-cyber-security.ssh > bras-base-toroon6128w-grc-45-184-148-29-143.dsl.bell.ca.59515: Flags [P.], seq 8859848:8860068, ack 4969, win 501, length 220
03:14:15.306800 IP comp3134-intro-to-cyber-security.ssh > bras-base-toroon6128w-grc-45-184-148-29-143.dsl.bell.ca.59515: Flags [P.], seq 8860068:8860288, ack 4969, win 501, length 220
03:14:15.306851 IP comp3134-intro-to-cyber-security.ssh > bras-base-toroon6128w-grc-45-184-148-29-143.dsl.bell.ca.59515: Flags [P.], seq 8860288:8860508, ack 4969, win 501, length 220
03:14:15.306910 IP comp3134-intro-to-cyber-security.ssh > bras-base-toroon6128w-grc-45-184-148-29-143.dsl.bell.ca.59515: Flags [P.], seq 8860508:8860728, ack 4969, win 501, length 220
03:14:15.306978 IP comp3134-intro-to-cyber-security.ssh > bras-base-toroon6128w-grc-45-184-148-29-143.dsl.bell.ca.59515: Flags [P.], seq 8860728:8860948, ack 4969, win 501, length 220
03:14:15.307026 IP comp3134-intro-to-cyber-security.ssh > bras-base-toroon6128w-grc-45-184-148-29-143.dsl.bell.ca.59515: Flags [P.], seq 8860948:8861168, ack 4969, win 501, length 220
03:14:15.307086 IP comp3134-intro-to-cyber-security.ssh > bras-base-toroon6128w-grc-45-184-148-29-143.dsl.bell.ca.59515: Flags [P.], seq 8861168:8861388, ack 4969, win 501, length 220
03:14:15.307146 IP comp3134-intro-to-cyber-security.ssh > bras-base-toroon6128w-grc-45-184-148-29-143.dsl.bell.ca.59515: Flags [P.], seq 8861388:8861608, ack 4969, win 501, length 220
03:14:15.307195 IP comp3134-intro-to-cyber-security.ssh > bras-base-toroon6128w-grc-45-184-148-29-143.dsl.bell.ca.59515: Flags [P.], seq 8861608:8861828, ack 4969, win 501, length 220
03:14:15.307243 IP comp3134-intro-to-cyber-security.ssh > bras-base-toroon6128w-grc-45-184-148-29-143.dsl.bell.ca.59515: Flags [P.], seq 8861828:8862048, ack 4969, win 501, length 220
